status,reason,source_path,scene_id,domain,dest_path,task_id,scene_import_limit,width,height,short_side,pixels,laplacian_var,edge_density,background_edge_density
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_multi_robot_coordination__commons_category__0208.jpg,erob_multi_robot_coordination,embodied_robotics,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_multi_robot_coordination__commons_category__0209.jpg,erob_multi_robot_coordination,embodied_robotics,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_multi_robot_coordination__commons_category__0211.jpg,erob_multi_robot_coordination,embodied_robotics,,,2,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0133.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_17.jpg,erob_179,1,1280,1920,1280,2457600,210.83,0.0377,0.0212
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0135.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0136.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0139.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0142.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0143.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0147.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0148.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0353.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0354.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0361.jpg,erob_robot_tool_contact_force,embodied_robotics,,,1,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_blind_lift_spotter_view__commons_category__0014.jpg,hload_blind_lift_spotter_view,heavy_load_construction,dataset/images/heavy_load_construction/hload_blind_lift_spotter_view/ref_10.jpg,hload_234,7,1280,960,960,1228800,2087.06,0.1322,0.0944
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons__0261.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,dataset/images/heavy_load_construction/hload_dual_crawler_crane_lift/ref_16.jpg,hload_235,1,1280,960,960,1228800,2485.52,0.1439,0.1270
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons__0262.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons__0265.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons__0267.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons__0271.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0097.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0102.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0108.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0109.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0112.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0127.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0137.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0151.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0157.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0158.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0164.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0167.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0168.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0174.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0176.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0179.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0282.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0287.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0290.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0291.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0295.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0296.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0297.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0300.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0301.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0302.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0303.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_dual_crawler_crane_lift__commons_category__0305.jpg,hload_dual_crawler_crane_lift,heavy_load_construction,,,1,,,,,,,
rejected,scene_deficit_filled,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__openverse__0086.jpg,hload_excavator_linkage_loading,heavy_load_construction,,,0,,,,,,,
rejected,scene_deficit_filled,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__openverse__0089.jpg,hload_excavator_linkage_loading,heavy_load_construction,,,0,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0191.jpg,hload_ground_settlement_outrigger,heavy_load_construction,dataset/images/heavy_load_construction/hload_ground_settlement_outrigger/ref_15.jpg,hload_236,2,1280,853,853,1091840,5140.27,0.1323,0.1343
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0196.jpg,hload_ground_settlement_outrigger,heavy_load_construction,dataset/images/heavy_load_construction/hload_ground_settlement_outrigger/ref_16.jpg,hload_237,2,1280,853,853,1091840,1905.10,0.1114,0.0739
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0200.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0205.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0208.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0209.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0210.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0215.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0216.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0218.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0220.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0221.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0225.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0229.jpg,hload_ground_settlement_outrigger,heavy_load_construction,,,2,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0271.jpg,hload_hoist_collision_near_structure,heavy_load_construction,dataset/images/heavy_load_construction/hload_hoist_collision_near_structure/ref_19.jpg,hload_238,1,1280,959,959,1227520,2185.08,0.1627,0.1659
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0276.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0279.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0284.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0297.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0300.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0305.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0306.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0307.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0314.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0316.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0317.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0318.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0325.png,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0326.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0327.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0335.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0338.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0339.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0349.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0350.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0352.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_hoist_collision_near_structure__commons_category__0353.jpg,hload_hoist_collision_near_structure,heavy_load_construction,,,1,,,,,,,
