status,reason,source_path,scene_id,domain,dest_path,task_id,scene_import_limit,width,height,short_side,pixels,laplacian_var,edge_density,background_edge_density
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_amr_charger_smoke_abort__commons_category__0033.png,erob_amr_charger_smoke_abort,embodied_robotics,dataset/images/embodied_robotics/erob_amr_charger_smoke_abort/ref_15.jpg,erob_158,9,1280,721,721,922880,191.17,0.0365,0.0309
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_amr_charger_smoke_abort__commons_category__0034.jpg,erob_amr_charger_smoke_abort,embodied_robotics,dataset/images/embodied_robotics/erob_amr_charger_smoke_abort/ref_16.jpg,erob_159,9,1280,853,853,1091840,1143.47,0.0640,0.0235
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_amr_charger_smoke_abort__commons_category__0035.jpg,erob_amr_charger_smoke_abort,embodied_robotics,,,9,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_amr_charger_smoke_abort__commons_category__0036.jpg,erob_amr_charger_smoke_abort,embodied_robotics,,,9,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_amr_charger_smoke_abort__commons_category__0037.jpg,erob_amr_charger_smoke_abort,embodied_robotics,,,9,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0054.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_16.jpg,erob_160,10,1280,854,854,1093120,1715.93,0.0962,0.0552
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0056.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_17.jpg,erob_161,10,1280,1924,1280,2462720,707.09,0.0569,0.0337
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0058.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_18.jpg,erob_162,10,1280,1707,1280,2184960,1164.89,0.0796,0.0589
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0059.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_19.jpg,erob_163,10,1280,960,960,1228800,1413.88,0.1077,0.0851
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0064.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_20.jpg,erob_164,10,1280,853,853,1091840,566.28,0.0364,0.0394
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0065.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_21.jpg,erob_165,10,1280,943,943,1207040,1106.34,0.0390,0.0253
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0066.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_22.jpg,erob_166,10,1280,853,853,1091840,1096.02,0.0559,0.0357
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0068.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_23.jpg,erob_167,10,1280,854,854,1093120,1869.00,0.1249,0.0889
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0069.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_24.jpg,erob_168,10,1280,1707,1280,2184960,730.81,0.1051,0.0867
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0071.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_25.jpg,erob_169,10,1280,960,960,1228800,864.29,0.0558,0.0271
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0075.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,,,10,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/erob_cobot_safety_scanner_slowdown__commons_category__0076.jpg,erob_cobot_safety_scanner_slowdown,embodied_robotics,,,10,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0040.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_11.jpg,erob_170,7,1280,853,853,1091840,3743.05,0.1375,0.1082
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0041.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_12.jpg,erob_171,7,1280,848,848,1085440,302.85,0.0357,0.0215
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0042.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_13.jpg,erob_172,7,1280,795,795,1017600,1544.38,0.1044,0.0898
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0043.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_14.jpg,erob_173,7,1280,720,720,921600,2815.02,0.0957,0.0772
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0044.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_15.jpg,erob_174,7,1280,960,960,1228800,2902.86,0.1789,0.1029
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_robot_tool_contact_force__commons_category__0050.jpg,erob_robot_tool_contact_force,embodied_robotics,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_16.jpg,erob_175,7,1280,960,960,1228800,561.13,0.0571,0.0513
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/erob_tracked_robot_rubble__commons_category__0085.jpg,erob_tracked_robot_rubble,embodied_robotics,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_15.jpg,erob_176,4,1280,960,960,1228800,1295.13,0.1431,0.1399
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_blind_lift_spotter_view__commons_category__0021.jpg,hload_blind_lift_spotter_view,heavy_load_construction,dataset/images/heavy_load_construction/hload_blind_lift_spotter_view/ref_07.jpg,hload_220,10,1280,960,960,1228800,6296.36,0.2065,0.1972
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_blind_lift_spotter_view__commons_category__0030.jpg,hload_blind_lift_spotter_view,heavy_load_construction,dataset/images/heavy_load_construction/hload_blind_lift_spotter_view/ref_08.jpg,hload_221,10,1280,766,766,980480,422.64,0.0422,0.0019
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_blind_lift_spotter_view__commons_category__0036.jpg,hload_blind_lift_spotter_view,heavy_load_construction,dataset/images/heavy_load_construction/hload_blind_lift_spotter_view/ref_09.jpg,hload_222,10,1280,961,961,1230080,536.17,0.1414,0.1375
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__commons__0085.jpg,hload_excavator_linkage_loading,heavy_load_construction,dataset/images/heavy_load_construction/hload_excavator_linkage_loading/ref_14.jpg,hload_223,3,1280,853,853,1091840,1633.14,0.1463,0.1296
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__commons__0088.jpg,hload_excavator_linkage_loading,heavy_load_construction,dataset/images/heavy_load_construction/hload_excavator_linkage_loading/ref_15.jpg,hload_224,3,1280,607,607,776960,5657.08,0.1446,0.0661
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__commons__0091.jpg,hload_excavator_linkage_loading,heavy_load_construction,dataset/images/heavy_load_construction/hload_excavator_linkage_loading/ref_16.jpg,hload_225,3,1280,935,935,1196800,721.24,0.0818,0.0943
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__openverse__0086.jpg,hload_excavator_linkage_loading,heavy_load_construction,,,3,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/hload_excavator_linkage_loading__openverse__0089.jpg,hload_excavator_linkage_loading,heavy_load_construction,,,3,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_ground_settlement_outrigger__commons_category__0098.jpg,hload_ground_settlement_outrigger,heavy_load_construction,dataset/images/heavy_load_construction/hload_ground_settlement_outrigger/ref_14.jpg,hload_226,3,1280,1343,1280,1719040,978.08,0.1564,0.1430
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0009.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_05.jpg,hload_227,12,1280,1927,1280,2466560,3164.44,0.1074,0.0732
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0010.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_06.jpg,hload_228,12,1280,1927,1280,2466560,2996.56,0.1605,0.1106
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0012.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_07.jpg,hload_229,12,1280,850,850,1088000,3389.25,0.1871,0.1241
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0013.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_08.jpg,hload_230,12,1280,1927,1280,2466560,2339.43,0.1142,0.1146
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0014.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_09.jpg,hload_231,12,1280,1927,1280,2466560,1100.96,0.0845,0.0605
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0015.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_10.jpg,hload_232,12,1280,850,850,1088000,1994.75,0.1250,0.0921
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/hload_sling_angle_center_of_gravity__commons_category__0016.jpg,hload_sling_angle_center_of_gravity,heavy_load_construction,dataset/images/heavy_load_construction/hload_sling_angle_center_of_gravity/ref_11.jpg,hload_233,12,1280,1927,1280,2466560,2047.22,0.0453,0.0273
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_connector_pin_bent__commons_category__0054.jpg,pdef_connector_pin_bent,precision_defect_gen,dataset/images/precision_defect_gen/pdef_connector_pin_bent/ref_15.jpg,pdef_147,2,1280,852,852,1090560,4217.61,0.1459,0.1892
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_connector_pin_bent__commons_category__0055.jpg,pdef_connector_pin_bent,precision_defect_gen,dataset/images/precision_defect_gen/pdef_connector_pin_bent/ref_16.jpg,pdef_148,2,1280,853,853,1091840,1197.62,0.1247,0.1293
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_connector_pin_bent__commons_category__0057.jpg,pdef_connector_pin_bent,precision_defect_gen,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_connector_pin_bent__commons_category__0058.jpg,pdef_connector_pin_bent,precision_defect_gen,,,2,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_connector_pin_bent__commons_category__0059.jpg,pdef_connector_pin_bent,precision_defect_gen,,,2,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0078.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,dataset/images/precision_defect_gen/pdef_gauge_level_valve_anomaly/ref_21.jpg,pdef_149,3,1280,720,720,921600,456.47,0.0737,0.0683
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0080.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,dataset/images/precision_defect_gen/pdef_gauge_level_valve_anomaly/ref_22.jpg,pdef_150,3,1280,1920,1280,2457600,291.63,0.0416,0.0221
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0082.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,dataset/images/precision_defect_gen/pdef_gauge_level_valve_anomaly/ref_23.jpg,pdef_151,3,1280,1707,1280,2184960,982.33,0.0675,0.0533
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0083.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,,,3,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0084.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,,,3,,,,,,,
rejected,scene_import_limit_reached,C:/Users/assd/FORGE/dataset/images_candidates/pdef_gauge_level_valve_anomaly__commons_category__0086.jpg,pdef_gauge_level_valve_anomaly,precision_defect_gen,,,3,,,,,,,
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/pdef_tube_bundle_endoscopy__commons_category__0100.jpg,pdef_tube_bundle_endoscopy,precision_defect_gen,dataset/images/precision_defect_gen/pdef_tube_bundle_endoscopy/ref_15.jpg,pdef_152,2,900,900,900,810000,633.51,0.0915,0.0675
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_crane_unsafe_swing_near_people__commons_category__0079.jpg,vsec_crane_unsafe_swing_near_people,visual_security,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_14.jpg,vsec_145,5,1280,960,960,1228800,5783.91,0.1174,0.0997
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_crane_unsafe_swing_near_people__commons_category__0083.jpg,vsec_crane_unsafe_swing_near_people,visual_security,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_15.jpg,vsec_146,5,1280,853,853,1091840,4340.42,0.0932,0.1189
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_guard_removed_conveyor__commons_category__0046.jpg,vsec_guard_removed_conveyor,visual_security,dataset/images/visual_security/vsec_guard_removed_conveyor/ref_13.jpg,vsec_147,4,1280,854,854,1093120,2530.26,0.1064,0.0880
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0089.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_09.jpg,vsec_148,8,1280,853,853,1091840,1210.68,0.0489,0.0650
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0091.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_10.jpg,vsec_149,8,1280,720,720,921600,2286.26,0.1079,0.1039
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0092.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_11.jpg,vsec_150,8,1280,720,720,921600,831.64,0.0184,0.0090
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0095.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_12.jpg,vsec_151,8,1280,960,960,1228800,969.40,0.0780,0.0397
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0097.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_13.jpg,vsec_152,8,1280,853,853,1091840,2216.45,0.0849,0.0449
accepted,accepted,C:/Users/assd/FORGE/dataset/images_candidates/vsec_missing_ppe_at_height__commons_category__0098.jpg,vsec_missing_ppe_at_height,visual_security,dataset/images/visual_security/vsec_missing_ppe_at_height/ref_14.jpg,vsec_153,8,1280,959,959,1227520,3227.51,0.1321,0.1389
