task_id,scene_id,old_image_path,new_image_path
erob_006,erob_robot_arm_precision_grasp,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_09.jpg
erob_007,erob_robot_arm_precision_grasp,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_02.jpg,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_10.jpg
erob_008,erob_robot_arm_precision_grasp,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_03.jpg,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_11.jpg
erob_015,erob_cobot_human_handover,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_15.jpg
erob_016,erob_cobot_human_handover,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_02.jpg,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_16.jpg
erob_017,erob_cobot_human_handover,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_03.jpg,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_17.jpg
erob_024,erob_tracked_robot_rubble,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_01.jpg,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_10.jpg
erob_025,erob_tracked_robot_rubble,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_02.jpg,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_11.jpg
erob_026,erob_tracked_robot_rubble,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_03.jpg,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_12.jpg
erob_027,erob_tracked_robot_rubble,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_04.jpg,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_13.jpg
erob_028,erob_tracked_robot_rubble,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_05.jpg,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_14.jpg
erob_037,erob_quadruped_stairs_rubble_fpv,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_01.jpg,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_10.jpg
erob_038,erob_quadruped_stairs_rubble_fpv,dataset/images/embodied_robotics/erob_tracked_robot_rubble/ref_02.jpg,dataset/images/embodied_robotics/erob_quadruped_stairs_rubble_fpv/ref_11.jpg
erob_045,erob_amr_warehouse_navigation,dataset/images/visual_security/vsec_forklift_overspeed_pallet_shift/ref_01.jpg,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_07.jpg
erob_046,erob_amr_warehouse_navigation,dataset/images/visual_security/vsec_forklift_overspeed_pallet_shift/ref_02.jpg,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_08.jpg
erob_047,erob_amr_warehouse_navigation,dataset/images/visual_security/vsec_forklift_overspeed_pallet_shift/ref_03.jpg,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_09.jpg
erob_048,erob_amr_warehouse_navigation,dataset/images/visual_security/vsec_forklift_overspeed_pallet_shift/ref_04.jpg,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_10.jpg
erob_057,erob_light_curtain_emergency_stop,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_10.jpg,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_16.jpg
erob_058,erob_light_curtain_emergency_stop,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_11.jpg,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_17.jpg
erob_061,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_03.jpg
erob_063,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_01.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_04.jpg
erob_064,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_02.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_05.jpg
erob_065,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_03.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_06.jpg
erob_066,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_09.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_07.jpg
erob_067,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_05.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_08.jpg
erob_068,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_03.jpg
erob_069,erob_robot_tool_contact_force,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_robot_tool_contact_force/ref_03.jpg
erob_072,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_02.jpg
erob_073,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_02.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_03.jpg
erob_074,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_03.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_04.jpg
erob_075,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_04.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_05.jpg
erob_076,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_01.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_06.jpg
erob_077,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_02.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_07.jpg
erob_078,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_03.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_08.jpg
erob_080,erob_multi_robot_coordination,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_multi_robot_coordination/ref_02.jpg
erob_081,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_11.jpg
erob_083,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_01.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_12.jpg
erob_084,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_02.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_13.jpg
erob_085,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_03.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_14.jpg
erob_086,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_09.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_15.jpg
erob_087,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_robot_arm_precision_grasp/ref_05.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_16.jpg
erob_088,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_11.jpg
erob_089,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_01.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_11.jpg
hload_014,hload_wire_rope_overload_snap,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_01.jpg,dataset/images/heavy_load_construction/hload_wire_rope_overload_snap/ref_14.jpg
hload_015,hload_wire_rope_overload_snap,dataset/images/heavy_load_construction/hload_hoist_collision_near_structure/ref_02.jpg,dataset/images/heavy_load_construction/hload_wire_rope_overload_snap/ref_15.jpg
hload_016,hload_wire_rope_overload_snap,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_03.jpg,dataset/images/heavy_load_construction/hload_wire_rope_overload_snap/ref_16.jpg
hload_017,hload_wire_rope_overload_snap,dataset/images/heavy_load_construction/hload_ground_settlement_outrigger/ref_01.png,dataset/images/heavy_load_construction/hload_wire_rope_overload_snap/ref_17.png
hload_018,hload_wire_rope_overload_snap,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_05.jpg,dataset/images/heavy_load_construction/hload_wire_rope_overload_snap/ref_18.jpg
hload_032,hload_gantry_wind_disturbance,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_03.jpg,dataset/images/heavy_load_construction/hload_gantry_wind_disturbance/ref_48.jpg
hload_040,hload_gantry_wind_disturbance,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_03.jpg,dataset/images/heavy_load_construction/hload_gantry_wind_disturbance/ref_48.jpg
hload_076,hload_tunnel_pipe_burst_mud_surge,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_01.jpg,dataset/images/heavy_load_construction/hload_tunnel_pipe_burst_mud_surge/ref_11.jpg
hload_077,hload_tunnel_pipe_burst_mud_surge,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_02.jpg,dataset/images/heavy_load_construction/hload_tunnel_pipe_burst_mud_surge/ref_12.jpg
hload_078,hload_tunnel_pipe_burst_mud_surge,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_03.jpg,dataset/images/heavy_load_construction/hload_tunnel_pipe_burst_mud_surge/ref_13.jpg
hload_085,hload_hoist_collision_near_structure,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_01.jpg,dataset/images/heavy_load_construction/hload_hoist_collision_near_structure/ref_16.jpg
hload_087,hload_hoist_collision_near_structure,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_03.jpg,dataset/images/heavy_load_construction/hload_hoist_collision_near_structure/ref_17.jpg
hload_088,hload_hoist_collision_near_structure,dataset/images/heavy_load_construction/hload_ground_settlement_outrigger/ref_01.png,dataset/images/heavy_load_construction/hload_hoist_collision_near_structure/ref_18.png
pdef_015,pdef_engine_endoscope_crack,dataset/images/precision_defect_gen/pdef_tube_bundle_endoscopy/ref_01.jpg,dataset/images/precision_defect_gen/pdef_engine_endoscope_crack/ref_10.jpg
pdef_016,pdef_engine_endoscope_crack,dataset/images/precision_defect_gen/pdef_tube_bundle_endoscopy/ref_02.jpg,dataset/images/precision_defect_gen/pdef_engine_endoscope_crack/ref_11.jpg
pdef_017,pdef_engine_endoscope_crack,dataset/images/precision_defect_gen/pdef_tube_bundle_endoscopy/ref_03.jpg,dataset/images/precision_defect_gen/pdef_engine_endoscope_crack/ref_12.jpg
pdef_018,pdef_engine_endoscope_crack,dataset/images/precision_defect_gen/pdef_tube_bundle_endoscopy/ref_04.jpg,dataset/images/precision_defect_gen/pdef_engine_endoscope_crack/ref_13.jpg
pdef_021,pdef_gear_tooth_missing_wear,dataset/images/precision_defect_gen/pdef_cutting_fluid_spray/ref_01.jpg,dataset/images/precision_defect_gen/pdef_gear_tooth_missing_wear/ref_17.jpg
pdef_027,pdef_gear_tooth_missing_wear,dataset/images/precision_defect_gen/pdef_cnc_curved_surface_cutting/ref_01.jpg,dataset/images/precision_defect_gen/pdef_gear_tooth_missing_wear/ref_18.jpg
pdef_028,pdef_gear_tooth_missing_wear,dataset/images/precision_defect_gen/pdef_cnc_curved_surface_cutting/ref_02.jpg,dataset/images/precision_defect_gen/pdef_gear_tooth_missing_wear/ref_19.jpg
pdef_029,pdef_gear_tooth_missing_wear,dataset/images/precision_defect_gen/pdef_cutting_fluid_spray/ref_01.jpg,dataset/images/precision_defect_gen/pdef_gear_tooth_missing_wear/ref_17.jpg
pdef_046,pdef_cutting_fluid_spray,dataset/images/precision_defect_gen/pdef_cnc_curved_surface_cutting/ref_01.jpg,dataset/images/precision_defect_gen/pdef_cutting_fluid_spray/ref_16.jpg
pdef_047,pdef_cutting_fluid_spray,dataset/images/precision_defect_gen/pdef_cnc_curved_surface_cutting/ref_02.jpg,dataset/images/precision_defect_gen/pdef_cutting_fluid_spray/ref_17.jpg
pdef_048,pdef_cutting_fluid_spray,dataset/images/precision_defect_gen/pdef_cnc_curved_surface_cutting/ref_03.jpg,dataset/images/precision_defect_gen/pdef_cutting_fluid_spray/ref_18.jpg
pdef_055,pdef_weld_porosity_crack,dataset/images/precision_defect_gen/pdef_surface_scratch_inspection/ref_01.jpg,dataset/images/precision_defect_gen/pdef_weld_porosity_crack/ref_12.jpg
pdef_056,pdef_weld_porosity_crack,dataset/images/precision_defect_gen/pdef_surface_scratch_inspection/ref_02.jpg,dataset/images/precision_defect_gen/pdef_weld_porosity_crack/ref_13.jpg
pdef_057,pdef_weld_porosity_crack,dataset/images/precision_defect_gen/pdef_surface_scratch_inspection/ref_03.jpg,dataset/images/precision_defect_gen/pdef_weld_porosity_crack/ref_14.jpg
pdef_058,pdef_weld_porosity_crack,dataset/images/precision_defect_gen/pdef_surface_scratch_inspection/ref_04.jpg,dataset/images/precision_defect_gen/pdef_weld_porosity_crack/ref_15.jpg
emerg_003,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_01.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_17.jpg
emerg_004,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_02.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_18.jpg
emerg_005,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_03.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_19.jpg
emerg_006,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_04.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_20.jpg
emerg_007,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_05.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_21.jpg
emerg_008,emerg_flange_high_pressure_leak,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_06.jpg,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_22.jpg
emerg_012,emerg_storage_tank_flash_fire,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_01.jpg,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_26.jpg
emerg_046,emerg_reactor_runaway_pressure_release,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_01.jpg,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_31.jpg
emerg_047,emerg_reactor_runaway_pressure_release,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_02.jpg,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_32.jpg
emerg_048,emerg_reactor_runaway_pressure_release,dataset/images/visual_security/vsec_dangerous_goods_liquid_leak/ref_01.jpg,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_33.jpg
emerg_078,emerg_crane_load_drop_evacuation,dataset/images/visual_security/vsec_crane_unsafe_swing_near_people/ref_01.jpg,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_24.jpg
emerg_095,emerg_dam_or_retaining_wall_breach,dataset/images/heavy_load_construction/hload_formwork_collapse_local/ref_01.jpg,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_21.jpg
emerg_096,emerg_dam_or_retaining_wall_breach,dataset/images/heavy_load_construction/hload_formwork_collapse_local/ref_02.png,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_22.png
emerg_097,emerg_dam_or_retaining_wall_breach,dataset/images/heavy_load_construction/hload_formwork_collapse_local/ref_03.jpg,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_23.jpg
emerg_098,emerg_dam_or_retaining_wall_breach,dataset/images/heavy_load_construction/hload_formwork_collapse_local/ref_04.jpg,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_24.jpg
erob_099,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_12.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_17.jpg
erob_100,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_human_handover/ref_13.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_18.jpg
erob_101,erob_gripper_failure_recovery,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_08.jpg,dataset/images/embodied_robotics/erob_gripper_failure_recovery/ref_19.jpg
erob_105,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_106,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_107,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_108,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_109,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_110,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_111,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_112,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_113,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_114,erob_agv_rollup_door_interlock,dataset/images/embodied_robotics/erob_amr_warehouse_navigation/ref_01.jpg,dataset/images/embodied_robotics/erob_agv_rollup_door_interlock/ref_16.jpg
erob_115,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_116,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_117,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_118,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_119,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_120,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_121,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_122,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_123,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
erob_124,erob_cobot_safety_scanner_slowdown,dataset/images/embodied_robotics/erob_light_curtain_emergency_stop/ref_01.jpg,dataset/images/embodied_robotics/erob_cobot_safety_scanner_slowdown/ref_13.jpg
emerg_194,emerg_reactor_runaway_pressure_release,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_14.jpg,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_34.jpg
emerg_270,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_271,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_272,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_273,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_274,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_275,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_276,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_277,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_278,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
emerg_279,emerg_hot_work_spark_combustible_fire,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_01.jpg,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_04.jpg
